SATIS_NO;LEAD_ID;MUSTERI_ID;BAYI_KODU;ARAC_KODU;DANISMAN_ID;SATIS_TARIHI;TESLIMAT_TARIHI;NET_FIYAT;ODEME_TIPI;TAKAS_DEGERI;SASE_NO
S001681;L0009130;C005571;D002;V032;A0024;13.12.2025;18.01.2026;5871000;financing;;WBATVVPJPG0972K0T
S000500;L0002700;C001254;D008;V026;A0082;13.07.2026;21.07.2026;2672000;financing;;WBAZCW4TF96DKGMG5
S002287;L0012383;C005882;D005;V006;A0054;27.09.2024;28.10.2024;7380000;cash;;WBA5SFMXFXA6CUA70
S001857;L0009954;C004074;D014;V027;A0141;07.12.2024;08.01.2025;3628000;financing;;WBAB5VF56F549NM9Y
S001389;L0007526;C001712;D004;V005;A0042;11.11.2024;29.11.2024;6839000;financing;;WBA6DUYAC9G93E4UT
S001520;L0008232;C003871;D008;V025;A0082;24.08.2026;09.09.2026;2847000;cash;;WBA5KXP3HSJCY4LAH
S002511;L0013594;C003429;D001;V014;A0011;23.05.2025;06.06.2025;11557000;cash;2550000;WBA6PNU6LNFWK08MX
S002077;L0011196;C005809;D007;V027;A0072;17.12.2024;15.01.2025;3457000;cash;;WBACC6KNM7G09X46T
S001541;L0008346;C002096;D001;V028;A0013;24.03.2026;24.04.2026;3564000;cash;;WBAG7Z7TP7DDH6AFN
S001218;L0006454;C000467;D002;V002;A0023;24.04.2026;07.05.2026;3673000;bank_transfer;;WBADNSLBG297XUUGN
S001417;L0007690;C000857;D003;V003;A0033;13.08.2025;05.09.2025;4338000;financing;;WBAVJ8H3B2MJAPW6S
S002218;L0012013;C005763;D002;V001;A0021;23.12.2025;19.01.2026;3294000;bank_transfer;;WBAPR0PXEFYYVX81A
S002324;L0012554;C004439;D003;V026;A0032;13.06.2025;18.06.2025;2737000;bank_transfer;;WBAX4BJGV7X4WY0HX
S001677;L0009115;C002115;D001;V018;A0012;28.07.2025;05.08.2025;4465000;financing;1690000;WBA0FD1N7LTHM5UA6
S001198;L0006313;C001333;D002;V024;A0021;09.12.2025;15.12.2025;2547000;cash;;WBAUPCM054T07WWVU
S001543;L0008350;C002343;D005;V002;A0053;06.08.2026;29.08.2026;3750000;cash;;WBAW2CZLHLLNBVDNL
S000954;L0005035;C001190;D007;V028;A0071;23.07.2026;25.08.2026;3870000;cash;;WBA0HWCG3M6A2K53T
S000751;L0003972;C005012;D011;V003;A0112;12.06.2025;12.07.2025;4295000;financing;;WBAR9VYRXMCTPH34B
S000235;L0001276;C003336;D001;V026;A0013;21.08.2026;19.09.2026;2836000;cash;;WBAN54FBW56MW63PD
S000733;L0003910;C005978;D001;V019;A0012;03.02.2026;26.02.2026;4190000;financing;;WBAG8AB6J8GY6Z1YX
S002090;L0011285;C001421;D001;V027;A0012;03.07.2025;29.07.2025;3536000;bank_transfer;;WBA1H9TK1LF0AGB7C
S001157;L0006056;C000920;D008;V033;A0083;30.06.2025;06.08.2025;4835000;bank_transfer;;WBARBDSJG0JFDSLF9
S002374;L0012887;C002213;D001;V015;A0013;19.12.2025;27.01.2026;16515000;bank_transfer;;WBAN7C63J3N1TUNDC
S001210;L0006419;C000634;D011;V017;A0111;04.08.2026;11.08.2026;4020000;bank_transfer;760000;WBAAC0E68THKZYHJN
S001066;L0005579;C003348;D002;V020;A0021;14.11.2025;27.11.2025;6480000;bank_transfer;;WBAM05ZRYJVWJ0DVV
S002157;L0011723;C000723;D004;V018;A0041;26.08.2025;08.09.2025;4522000;financing;;WBAWEZ2GXV36KHEN0
S001063;L0005572;C003971;D001;V025;A0011;27.10.2025;10.12.2025;2955000;bank_transfer;;WBAVMUFDFT8UGLJDJ
S001168;L0006117;C001601;D002;V032;A0024;01.10.2025;21.10.2025;5940000;bank_transfer;2790000;WBARN7E22NSCP7NDD
S001493;L0008094;C001559;D007;V029;A0072;23.04.2026;15.05.2026;3171000;financing;;WBAP0SVUA6ZLS97S0
S002282;L0012364;C001267;D010;V028;A0103;17.10.2025;19.11.2025;3827000;financing;;WBAULVHJVRSF5N68V
S000885;L0004607;C004181;D001;V028;A0014;17.09.2025;26.09.2025;3776000;cash;1540000;WBAK9S06P2TRS00UA
S000144;L0000813;C005889;D002;V002;A0024;02.02.2026;18.03.2026;3654000;cash;;WBAHCVY8EMX4WCGSG
S002714;L0014838;C000591;D002;V008;A0024;22.11.2024;26.12.2024;3863000;bank_transfer;;WBA1PJ3K83XX7P6YJ
S000851;L0004463;C002702;D004;V031;A0044;06.04.2026;21.04.2026;10324000;cash;1790000;WBAFSZPJP5R5NJKX4
S000718;L0003836;C000225;D001;V013;A0013;13.05.2026;23.06.2026;10216000;financing;;WBA0AFWN0XBD8LBA1
S002625;L0014248;C000903;D004;V001;A0044;25.12.2025;02.01.2026;3318000;cash;;WBAE9ESFFA4VZP178
S000265;L0001465;C001747;D001;V021;A0014;10.04.2025;21.04.2025;7125000;cash;;WBADAM5CURM1PU3C4
S000076;L0000439;C000856;D001;V035;A0014;05.06.2026;06.07.2026;7370000;cash;;WBA5PEJ82P183TES3
S000396;L0002202;C005945;D005;V024;A0053;27.04.2026;15.05.2026;2596000;cash;920000;WBAS3X42J60W4N5EJ
S002349;L0012708;C002968;D005;V002;A0051;01.11.2025;24.11.2025;3699000;financing;;WBAG26MNG7C05SG2Y
S002225;L0012037;C000565;D001;V028;A0013;02.04.2026;07.05.2026;3854000;financing;;WBAL4WTC92D4S1JBH
S002587;L0014006;C002635;D011;V036;A0111;03.01.2025;12.01.2025;12588000;financing;;WBA2ER43FB76U2PUR
S000397;L0002206;C002963;D005;V027;A0054;25.12.2025;19.01.2026;3484000;financing;;WBAP6ZV37MJUD1Z5G
S001366;L0007378;C003139;D004;V028;A0041;06.12.2025;15.12.2025;3709000;financing;;WBAU3RUA9N7Z23A5H
S002307;L0012494;C003823;D001;V026;A0014;27.02.2026;25.03.2026;2851000;bank_transfer;;WBAY7J5D23G6A53YG
S001904;L0010243;C005740;D003;V035;A0032;20.05.2025;07.06.2025;7481000;bank_transfer;;WBAA8YB7M0L0XXZTX
S000596;L0003109;C000955;D006;V025;A0062;30.12.2024;15.01.2025;2775000;financing;;WBARVXCE6GC2STMRM
S002110;L0011416;C002253;D003;V027;A0033;11.11.2024;17.12.2024;3548000;cash;820000;WBANZVKAYPCWRU56K
S001297;L0006962;C002510;D001;V016;A0011;23.08.2025;03.09.2025;5272000;bank_transfer;;WBAP69DKHNR0EM3V3
S001822;L0009715;C001961;D004;V017;A0042;17.07.2025;26.08.2025;4035000;bank_transfer;;WBA0879VASY7CRZLJ
S000873;L0004555;C004008;D002;V019;A0022;29.04.2026;13.05.2026;4385000;bank_transfer;;WBAM3J06K4CEW2GSU
S002685;L0014588;C006136;D003;V029;A0031;13.01.2026;03.02.2026;3226000;cash;;WBANG6U5GXSCFAF6C
S001549;L0008372;C001965;D003;V010;A0033;23.05.2026;05.07.2026;4425000;cash;;WBA2CEC0X4ZNC04WF
S000037;L0000196;C001882;D002;V013;A0024;13.09.2025;10.10.2025;10764000;bank_transfer;;WBA3S1E14ZHPZ5W14
S002331;L0012596;C002515;D005;V027;A0051;05.05.2025;31.05.2025;3363000;cash;;WBA7A0V02S88C2EU2
S002144;L0011626;C005092;D003;V026;A0032;14.04.2025;19.04.2025;2807000;financing;980000;WBA165L9GBBA6LB96
S002357;L0012751;C002872;D003;V032;A0034;01.05.2025;28.05.2025;6014000;financing;2060000;WBA99GUVJKM0WTR6F
S000978;L0005161;C001159;D001;V021;A0014;06.09.2025;13.10.2025;7343000;bank_transfer;;WBAHB9UG3WY7JKL9B
S001572;L0008516;C000140;D009;V010;A0093;27.07.2026;02.09.2026;4475000;cash;2010000;WBA40HN06SYWFFB6C
S001123;L0005887;C002355;D001;V016;A0014;17.03.2026;09.04.2026;5023000;bank_transfer;;WBANWMJB7L4FR6AYK
S002240;L0012118;C001462;D012;V034;A0121;18.05.2026;13.06.2026;5873000;financing;950000;WBA2L43R2JG9PEE1W
S001893;L0010173;C000087;D006;V018;A0063;27.11.2025;19.12.2025;4381000;financing;;WBADXXL8331UALLJE
S000676;L0003630;C003177;D002;V013;A0023;29.12.2025;09.01.2026;10921000;cash;2960000;WBAHZKYGYWW1EHLGD
S000729;L0003884;C000150;D008;V008;A0082;08.06.2026;05.07.2026;4006000;financing;1520000;WBAZ7MZ3XHK6U3AXR
S000413;L0002305;C002683;D013;V012;A0131;07.01.2026;16.01.2026;6410000;cash;;WBADJJP9NHFMPEPTP
S001517;L0008219;C001312;D001;V019;A0011;23.05.2026;26.05.2026;4272000;financing;;WBATB2961G14GWNV7
S001650;L0008976;C001234;D013;V004;A0133;10.02.2026;11.03.2026;4728000;cash;;WBAGVRUFBBXH56T07
S000826;L0004346;C002414;D009;V017;A0093;09.04.2025;24.04.2025;3915000;financing;;WBAUREZTB9NLZ6HD4
S000617;L0003285;C003296;D002;V018;A0022;19.05.2025;26.06.2025;4363000;financing;;WBAZ2V7N4WAS6JC25
S000115;L9181916;C006165;D001;V037;A0014;27.09.2025;10.10.2025;16495000;cash;;WBAU4C57R9NBAW4WK
S000418;L0002331;C001162;D008;V020;A0081;08.10.2025;19.10.2025;6077000;cash;;WBABUPDN7ZFKRH9BZ
S001626;L0008840;C001991;D003;V024;A0034;30.12.2025;15.01.2026;2503000;financing;;WBAFABKNEFJZD6EJD
S002711;L0014809;C005449;D001;V005;A0012;25.06.2025;14.07.2025;6574000;financing;;WBA7SR5T8D19W4ADR
S000090;L0000497;C000678;D013;V017;A0131;26.06.2025;08.08.2025;3720000;cash;;WBA6WFK5Z42HMEPCM
S002083;L0011246;C005209;D004;V029;A0042;30.12.2025;05.02.2026;3103000;financing;900000;WBA3NPY8AF8M4FN3C
S000754;L0003979;C001274;D006;V017;A0063;07.07.2026;19.08.2026;3897000;financing;;WBAGKE097S7CTK0P9
S001631;L0008866;C000467;D001;V028;A0012;27.09.2025;02.11.2025;3685000;financing;;WBAGLYKF9YSDD32YE
S000012;L0000044;C005061;D003;V028;A0032;08.11.2025;12.11.2025;3716000;financing;;WBABHLRRB12SCVE9X
S000285;L0001573;C004128;D003;V028;A0033;14.05.2026;17.05.2026;3703000;bank_transfer;880000;WBAHB330V6TKJFZR0
S001067;L0005588;C000010;D004;V024;A0043;02.12.2024;27.12.2024;2446000;financing;1130000;WBAM98LNY8HGNB93S
S001192;L0006286;C003514;D010;V026;A0104;07.11.2025;05.12.2025;2638000;cash;1240000;WBAR6F3WD1KJ9HP3A
S001441;L0007804;C005919;D005;V001;A0054;25.02.2025;09.04.2025;3244000;cash;1490000;WBA457UGZYSTX49HR
S002589;L0014014;C001476;D003;V028;A0033;13.08.2026;18.09.2026;3797000;bank_transfer;610000;WBAR82Z84RHA88THX
S002588;L0014013;C003743;D005;V029;A0054;17.08.2026;04.09.2026;3041000;cash;;WBAF0H88B5EDTNH0H
S002501;L0013519;C004967;D001;V029;A0012;04.02.2026;24.02.2026;3082000;financing;1090000;WBA92WD2TL0U3SYTS
S001569;L0008493;C000226;D009;V002;A0094;16.08.2025;30.08.2025;3665000;bank_transfer;;WBAK1CH4NB8NT0ECC
S002378;L0012904;C005810;D009;V033;A0092;15.09.2024;08.11.2025;5100000;cash;;WBAZJB25F9P9CXE22
S001688;L0009160;C001235;D009;V018;A0093;02.12.2024;08.01.2025;4594000;cash;;WBAX5GNTUWG2G64GM
S000852;L0004469;C001042;D006;V016;A0061;25.10.2025;29.11.2025;5118000;cash;2330000;WBA8AYHPU5KXWTGSK
S002208;L0011952;C005402;D014;V019;A0141;30.09.2025;30.10.2025;4155000;cash;980000;WBAB96JYJ18FXGWXV
S000896;L0004715;C004425;D001;V017;A0014;09.12.2025;21.12.2025;3823000;cash;;WBASPST8FZTJEKNEE
S000497;L0002686;C003807;D005;V003;A0052;13.05.2025;18.05.2025;4474000;financing;;WBANARFV6HP8XD6VY
S002306;L0012493;C000460;D004;V010;A0043;20.03.2026;23.03.2026;4229000;financing;1580000;WBAUDRLP1WDLFJZRJ
S001783;L0009538;C004657;D002;V001;A0023;24.09.2025;02.11.2025;3239000;financing;;WBA1F8FC2DYRUYHJE
S000336;L0001909;C000777;D003;V019;A0031;23.02.2026;11.03.2026;4396000;financing;1660000;WBA99RARKSWNCTRNW
S000516;L0002758;C005357;D004;V011;A0041;29.04.2025;17.05.2025;6353000;cash;;WBAVBP4W2L1BZJPL4
S001349;L0007266;C001814;D006;V028;A0063;19.01.2026;20.02.2026;3703000;financing;990000;WBAGW64NVM1ZH0KCJ
S001016;L0005394;C002680;D008;V020;A0084;23.05.2026;19.06.2026;6064000;financing;1730000;WBA0ESKHCCATE5UDD
S002596;L0014061;C003251;D003;V028;A0033;11.10.2025;10.11.2025;3670000;cash;;WBA87LTGVD4M4GVZ0
S001782;L0009531;C000290;D001;V018;A0013;16.12.2024;23.12.2024;4580000;cash;;WBATKYS8PFBTSXF9U
S001786;L0009550;C004345;D007;V030;A0073;04.08.2026;10.09.2026;11030000;cash;;WBAFDCZFXUDKH3KHH
S002071;L0011167;C003347;D008;V011;A0081;24.07.2025;31.08.2025;6235000;cash;;WBABC55ZPY9BRLS6W
S000357;L0002011;C005275;D002;V034;A0022;15.05.2026;15.06.2026;5694000;financing;1060000;WBAYP3FJ954567XBD
S002634;L0014314;C005483;D001;V014;A0014;18.05.2026;30.06.2026;11445000;cash;2530000;WBAS52M14PJURS2JW
S001313;L0007081;C005093;D011;V004;A0112;09.02.2026;25.03.2026;4879000;financing;1760000;WBAGS95XWFVVHAZDW
S001636;L0008884;C001127;D009;V019;A0094;02.01.2025;09.02.2025;4180000;bank_transfer;840000;WBAJJGG46R7NMBV15
S000551;L0002930;C000119;D008;V027;A0084;16.08.2025;06.09.2025;3495000;financing;1100000;WBA5KWBPV0L9DP1FK
S002266;L0012237;C005418;D009;V029;A0094;30.05.2025;01.07.2025;3191000;cash;760000;WBA1Z11XJUH0CB8E9
S001228;L0006536;C003936;D004;V024;A0042;24.06.2026;28.07.2026;2637000;cash;;WBAPFTWWTGT2GX8RM
S002472;L0013381;C000584;D008;V029;A0081;30.07.2026;08.08.2026;3047000;financing;;WBAECNGNGNXFKGPFH
S000958;L0005064;C005340;D014;V027;A0142;02.04.2025;29.04.2025;3401000;financing;;WBA61WNFK2YPYTTSH
S001774;L0009485;C005584;D002;V017;A0022;20.01.2026;22.02.2026;4002000;financing;1050000;WBAD3K7DRE0GEP1T5
S002142;L0011612;C004249;D007;V028;A0071;09.01.2026;16.01.2026;3932000;cash;;WBA0WLPZXEBTY259P
S001009;L0005335;C005739;D002;V001;A0021;11.02.2025;19.03.2025;3341000;bank_transfer;;WBA4H9T1HMTH2YEL0
S001093;L0005724;C006130;D003;V019;A0033;22.12.2025;09.01.2026;4356000;cash;;WBAWSTEHAS64W8R4R
S002466;L0013334;C003732;D003;V020;A0034;18.07.2026;09.08.2026;6278000;bank_transfer;;WBAEK8Y6F4U2RHNCX
S000997;L0005259;C003988;D005;V010;A0052;22.02.2025;01.03.2025;4293000;financing;;WBA05ASRH8SBE9SKP
S001680;L0009129;C000332;D004;V009;A0043;21.05.2026;29.06.2026;4703000;financing;1810000;WBAHKH4PPM0FZ5ZB2
S000154;L0000870;C004134;D007;V017;A0073;17.02.2025;20.03.2025;3792000;cash;;WBACUNC10JYPS9W98
S002571;L0013926;C005697;D008;V029;A0081;03.03.2026;21.03.2026;3172000;cash;520000;WBA985L0SAS0FSTXP
S000581;L0003044;C005532;D003;V006;A0034;16.05.2026;20.05.2026;7314000;bank_transfer;;WBAZ72E43R6HMLY6W
S001471;L0007964;C003838;D004;V035;A0043;05.12.2025;14.12.2025;7507000;financing;;WBAW2LS0HFY9KUEXY
S000704;L0003786;C004057;D002;V028;A0021;27.09.2025;21.10.2025;3803000;cash;;WBAGH9MZVS99PXT8Y
S001213;L0006441;C001360;D009;V025;A0094;30.12.2025;15.01.2026;2914000;financing;;WBAY1HPVMP6V44BVA
S000897;L0004717;C000642;D001;V025;A0011;30.04.2025;01.06.2025;2846000;cash;;WBASMRRAPCJDHLZCG
S000488;L0002657;C001252;D003;V025;A0031;04.11.2024;27.11.2024;2949000;financing;670000;WBAWJ2W1J8FRX3P5C
S000560;L0002962;C004574;D010;V006;A0103;09.02.2026;05.03.2026;7525000;cash;3050000;WBAYT5UAYSC64TJLB
S001142;L0005989;C006098;D006;V008;A0064;03.04.2026;15.04.2026;4003000;cash;;WBA4YJ00CCAE92TE4
S001120;L0005859;C002619;D007;V029;A0072;03.06.2025;07.06.2025;3239000;financing;;WBAEWCWR6UEHS84AG
S000513;L0002745;C005535;D006;V008;A0063;05.11.2025;14.11.2025;3970000;cash;;WBA0SE3TKAPTEYEU1
S000634;L0003385;C004831;D010;V027;A0101;23.02.2026;02.03.2026;3596000;financing;1020000;WBAUHYW96WV1C8RP6
S002385;L0012946;C004782;D002;V010;A0021;01.09.2025;14.09.2025;4213000;cash;;WBAU2JNLLKFZT1PG2
S001665;L0009059;C003035;D006;V008;A0064;04.08.2025;15.08.2025;3981000;financing;;WBAKN67ZBY9834TJM
S001013;L0005383;C001919;D007;V026;A0074;06.10.2025;19.11.2025;2775000;cash;700000;WBAA2FGEX96VDJFJ6
S001932;L0010369;C001619;D013;V013;A0134;03.08.2026;15.08.2026;10069000;financing;;WBAG8TXK368TYM9AE
S001151;L0006036;C000211;D003;V025;A0031;26.07.2025;31.07.2025;2738000;financing;;WBAMZ5LTYWEAFTLLR
S002593;L0014045;C000161;D007;V002;A0074;30.08.2025;23.09.2025;3632000;financing;;WBAGWGT3M9GLFHPMC
S000117;L0000674;C005679;D001;V018;A0014;06.11.2025;07.12.2025;4463000;cash;;WBAJLEH7YGL8H9AKF
S000741;L0003934;C005893;D008;V016;A0081;15.12.2025;14.01.2026;4965000;cash;;WBAPKNBFAH7UR5RRN
S002552;L0013827;C004292;D002;V018;A0024;10.12.2025;20.12.2025;4544000;financing;;WBA13GRZV0Z63X5KY
S001975;L0010669;C002320;D002;V012;A0023;14.11.2025;19.11.2025;6833000;financing;2780000;WBA5JH9GBL6PD21KZ
S001082;L0005647;C005519;D004;V028;A0041;18.11.2024;25.12.2024;3865000;cash;820000;WBA9P4R3T7WZ43RNA
S001811;L0009659;C005693;D001;V012;A0013;26.04.2025;05.06.2025;6613000;financing;;WBAF5RTEB4PKUUR6D
S000831;L0004372;C001727;D007;V034;A0072;22.12.2025;07.01.2026;5993000;cash;2920000;WBA0J72GJ017810DE
S000120;L0000688;C000352;D002;V016;A0024;10.01.2025;03.02.2025;5225000;financing;;WBA4W1FJ2APZ3YCEZ
S000657;L0003529;C004166;D004;V029;A0041;26.06.2025;08.08.2025;3207000;cash;;WBA5XSK7S07K4MKC9
S002522;L0013649;C001672;D007;V011;A0074;10.07.2026;19.08.2026;6004000;bank_transfer;;WBA75VAV5PGVX3A1T
S002483;L0013427;C005501;D007;V028;A0072;23.11.2024;01.01.2025;3736000;cash;;WBADP47F6SMTM73A2
S002704;L0014757;C002852;D002;V001;A0024;29.05.2026;09.06.2026;3256000;financing;;WBAKX1HD2D5UCKVPW
S000636;L0003389;C003358;D003;V001;A0033;26.08.2026;05.09.2026;3287000;financing;770000;WBA0E73GM3HTC3P2K
S000370;L0002066;C001562;D001;V034;A0012;29.12.2025;27.01.2026;5852000;financing;;WBA9VP1NPAVNDP5CG
S000269;L0001489;C005774;D003;V035;A0033;19.05.2026;18.06.2026;7794000;financing;;WBAS9U8LKT628HA77
S000047;L0000295;C002193;D003;V026;A0031;24.08.2026;08.09.2026;2782000;financing;;WBAY7CVLPSWBW2JRX
S000992;L0005226;C004255;D011;V034;A0112;05.01.2026;16.02.2026;5681000;financing;;WBAH1FSHT4URFPG25
S000877;L0004569;C000422;D001;V034;A0012;30.06.2025;12.07.2025;5764000;financing;1010000;WBABWF7JMZHSM7NUK
S000774;L0004070;C004538;D014;V027;A0144;20.10.2025;21.11.2025;3564000;cash;;WBAX0CTB6YNKD7YS4
S001220;L0006501;C000512;D002;V026;A0023;22.05.2026;06.06.2026;2680000;financing;;WBAN7ZG8KRYMYUSH9
S001127;L0005913;C000897;D006;V008;A0063;17.11.2025;15.12.2025;3914000;financing;1000000;WBARJV1EGES4DSWMF
S000005;L0000016;C003300;D003;V031;A0031;22.07.2026;31.08.2026;10176000;financing;;WBAE8T3BB9S4Y1W4D
S001596;L0008714;C004070;D010;V026;A0103;18.11.2024;21.11.2024;2838000;financing;1380000;WBAHYW3ABPDXWL7BM
S002312;L0012508;C000271;D012;V029;A0122;25.04.2026;18.05.2026;3173000;cash;;WBAVXHGSPEU34NKJD
S001078;L0005624;C000382;D008;V017;A0081;25.04.2025;11.05.2025;3932000;cash;;WBAM2KTKFBMJD9GG5
S000838;L0004402;C005527;D014;V011;A0144;08.04.2026;17.05.2026;6015000;cash;2020000;WBA7NW7K66PF5BDEM
S000682;L0003688;C004386;D008;V025;A0083;07.07.2025;02.08.2025;2886000;cash;530000;WBAEFW5SBW6H3Y4P5
S001716;L0009258;C001876;D010;V017;A0102;03.07.2025;04.08.2025;4045000;cash;;WBACVBGEWGRS3MMSD
S002353;L0012727;C005392;D012;V011;A0122;07.07.2026;03.08.2026;6035000;cash;1550000;WBATY6AKK9FMTSCR3
S002362;L0012799;C003177;D003;V006;A0031;08.06.2026;05.07.2026;7546000;bank_transfer;;WBA9SYJ4HBENAKE6X
S002198;L0011905;C003233;D013;V002;A0134;19.06.2026;13.07.2026;3685000;cash;;WBAVGHAFZEYJ9GA7W
S001149;L0006025;C002338;D001;V008;A0014;28.01.2026;14.02.2026;3916000;cash;1640000;WBA26YR894LB3WHYS
S000575;L0003021;C003777;D003;V026;A0034;01.05.2025;31.05.2025;2851000;financing;1120000;WBA5KVFGX9Y6V6R17
S000051;L0000314;C001548;D003;V023;A0033;12.08.2026;03.09.2026;15606000;bank_transfer;;WBA4UHR5B8J40YD83
S000854;L0004481;C002153;D003;V033;A0034;17.12.2025;15.01.2026;5183000;cash;;WBAG5T7YHWW64TE6Y
S001983;L0010715;C000469;D001;V028;A0012;20.06.2026;23.07.2026;3952000;cash;;WBAUD2TWAFPU4W43R
S001824;L0009720;C002528;D001;V028;A0011;13.04.2026;13.05.2026;3824000;financing;;WBAW9KUGHYJ6YPJU4
S000834;L0004381;C002572;D010;V026;A0101;19.06.2025;20.07.2025;2769000;financing;;WBA3A8E6RBVN9R1F9
S001116;L0005837;C004171;D008;V013;A0081;02.06.2025;26.06.2025;10498000;financing;5420000;WBA3ZYJPWLADUHPEC
S001167;L0006112;C001855;D001;V008;A0012;28.01.2026;11.03.2026;4042000;financing;;WBAXCGDT23Z1E7159
S001907;L0010263;C001098;D012;V016;A0121;01.01.2025;10.02.2025;4731000;cash;;WBAKMJY4B0VPEC45Y
S000972;L0005119;C005393;D001;V033;A0012;21.01.2026;26.01.2026;5313000;cash;;WBACBWPE8U4KKT3TY
S000400;L0002229;C000742;D010;V001;A0102;15.04.2025;12.05.2025;3385000;bank_transfer;;WBABXSTVEZT2N4K88
S002369;L0012831;C000844;D012;V022;A0124;21.01.2026;02.03.2026;9193000;financing;;WBA8PFS8N6FG9MYM0
S000020;L0000087;C003598;D001;V024;A0012;17.04.2026;22.05.2026;2520000;financing;;WBAHRAY54R8TH4BNW
S000685;L0003714;C004528;D001;V024;A0013;29.06.2026;21.07.2026;2536000;financing;1160000;WBAM3M6JNPKZX74ZB
S000036;L0000191;C005659;D002;V009;A0021;01.01.2026;15.01.2026;4726000;financing;;WBAPAKGDEUWDD92LE
S002615;L0014187;C001500;D004;V014;A0042;14.11.2025;23.12.2025;12265000;financing;;WBAGZYX3AJ6BMAZL5
S000525;L0002823;C000244;D005;V024;A0051;11.12.2024;15.01.2025;2590000;bank_transfer;1260000;WBAGYBBJ7NE870MS0
S000921;L0004814;C005036;D014;V025;A0144;04.07.2026;14.08.2026;2938000;cash;;WBAJWJJLF3N3VVF1B
S001842;L0009841;C003365;D006;V009;A0062;15.01.2026;24.02.2026;4807000;financing;;WBAXGHPCRYYT4RC4A
S001891;L0010168;C005066;D004;V026;A0043;09.10.2024;15.11.2024;2779000;cash;;WBAZW58289NE3MHVB
S000538;L0002884;C002759;D007;V011;A0072;11.06.2026;28.06.2026;5865000;bank_transfer;;WBA3JYBY0XAHVPU61
S001706;L0009230;C000706;D003;V006;A0032;21.07.2026;27.08.2026;7515000;cash;;WBAC6XAKSFJZPC5RL
S002703;L0014747;C004683;D003;V025;A0034;14.07.2025;26.07.2025;2892000;financing;610000;WBA11YC3GKZN5HMTN
S000246;L0001372;C000454;D003;V008;A0033;11.07.2026;25.07.2026;4008000;financing;;WBAC4AF2RHCYBT8HZ
S000785;L0004125;C001540;D014;V035;A0142;29.10.2025;16.11.2025;7464000;cash;2570000;WBA8DAY258Y4W4ABU
S001410;L0007657;C005003;D002;V024;A0024;25.07.2025;02.08.2025;2495000;financing;1290000;WBA6GUA58AGDZ8BV4
S000155;L0000871;C005673;D014;V002;A0143;06.12.2025;12.12.2025;3790000;financing;;WBARRJ2N6U955RG3B
S001687;L0009155;C000311;D005;V009;A0052;02.06.2025;01.07.2025;4549000;financing;;WBAWAUNCR6PJVFAF8
S000626;L0003334;C004671;D007;V029;A0074;05.05.2025;03.06.2025;3259000;bank_transfer;;WBAVGB5MCSF0DKMR9
S002652;L0014422;C000829;D001;V029;A0014;03.11.2025;09.12.2025;3092000;financing;1490000;WBABP5PWK4T7WC27X
S001347;L0007259;C000240;D008;V004;A0081;27.06.2025;04.08.2025;4578000;financing;1570000;WBAB8VCN65G7DYGYG
S000570;L0003007;C005664;D008;V002;A0082;15.08.2026;29.08.2026;3719000;cash;;WBA9DC7EAF1D0U9LN
S001759;L0009442;C001345;D011;V003;A0114;30.12.2024;05.02.2025;4336000;financing;;WBA36YJZJS9W2DNKR
S001817;L0009679;C004492;D008;V025;A0083;07.11.2025;24.11.2025;2789000;bank_transfer;;WBAT7L2EMKXJY6G79
S002066;L0011136;C003812;D006;V010;A0064;20.10.2025;28.10.2025;4600000;cash;;WBA3FVL9EZ36ER3T9
S000128;L0000736;C005740;D009;V027;A0094;30.10.2025;14.11.2025;3535000;cash;;WBA5BX19K3ZB5W33K
S002139;L0011605;C002249;D008;V025;A0084;26.03.2025;18.04.2025;2865000;cash;;WBAJNTAMU1AM5BDGL
S002007;L0010817;C003714;D005;V033;A0052;04.07.2025;14.08.2025;5125000;financing;;WBAW6X7RN2CC44J8S
S000981;L0005177;C000502;D010;V028;A0103;23.04.2026;10.05.2026;3842000;bank_transfer;990000;WBA5SJJUD2MXY428N
S001742;L0009371;C001489;D008;V017;A0083;20.08.2026;30.09.2026;3952000;financing;;WBADWAULMH8JBXPYV
S000191;L0001060;C000628;D001;V017;A0014;14.11.2025;23.12.2025;4061000;bank_transfer;;WBALS0JSAM0C49BMV
S001140;L0005980;C003149;D002;V012;A0024;23.11.2024;25.12.2024;6961000;bank_transfer;;WBA5R0TWK3X2VVBJT
S000993;L0005231;C000678;D013;V006;A0133;14.06.2025;20.07.2025;7401000;financing;;WBA19UJ8XK3UDVB95
S000700;L0003773;C002274;D001;V025;A0012;29.10.2025;29.11.2025;2768000;financing;1150000;WBAYMPYJBBY92P2SX
S000607;L0003201;C000590;D008;V019;A0084;24.02.2025;17.03.2025;4247000;financing;;WBAMZXFD345M1TTCC
S000181;L0001013;C003459;D012;V006;A0124;25.12.2024;31.01.2025;7254000;financing;;WBAYTNXES80DYGZPV
S000302;L0001709;C002164;D005;V018;A0051;18.06.2026;21.07.2026;4401000;financing;;WBA087JPTA7T9TCB3
S002564;L0013876;C003526;D005;V031;A0054;09.10.2025;14.10.2025;10544000;cash;;WBAM248AC8GJF4TKE
S001061;L0005567;C004293;D007;V026;A0074;12.04.2025;10.05.2025;2727000;bank_transfer;;WBACB4MLDU7FPXG2T
