TEKLIF_NO;LEAD_ID;ARAC_KODU;BAYI_KODU;TEKLIF_TARIHI;LISTE_FIYATI;ISKONTO_ORANI;NET_FIYAT;FINANSMAN;GECERLILIK_TARIHI;TEKLIF_DURUMU
O006626;L0013902;V029;D009;26.12.2024;3300000;3,88;3171000;E;09.01.2025;accepted
O006627;L0013904;V001;D001;07.11.2024;3450000;3,54;3327000;E;21.11.2024;rejected
O006628;L0013907;V014;D003;29.07.2026;12300000;6,36;11518000;E;12.08.2026;accepted
O006629;L0013910;V035;D003;28.06.2025;7900000;4,48;7546000;E;12.07.2025;rejected
O006630;L0013913;V019;D009;21.07.2026;4500000;0,62;4471000;H;04.08.2026;rejected
O006631;L0013915;V027;D002;01.05.2026;3700000;4,27;3542000;E;15.05.2026;rejected
O006632;L0013917;V028;D008;28.07.2025;4000000;4,21;3831000;H;11.08.2025;rejected
O006633;L0013918;V031;D005;04.04.2025;10800000;2,8;10497000;H;18.04.2025;rejected
O006634;L0013920;V029;D004;13.11.2024;3300000;2,79;3208000;H;27.11.2024;accepted
O006635;L0013921;V029;D001;31.03.2026;3300000;3,05;3199000;H;14.04.2026;rejected
O006636;L0013923;V024;D004;21.03.2025;2650000;0,68;2632000;H;04.04.2025;rejected
O006637;L0013925;V027;D004;05.08.2026;3700000;7,29;3430000;H;19.08.2026;accepted
O006638;L0013926;V029;D008;28.02.2026;3300000;3,87;3172000;H;14.03.2026;accepted
O006639;L0013930;V028;D003;22.07.2026;4000000;4,94;3802000;E;05.08.2026;accepted
O006640;L0013931;V010;D008;16.07.2025;4600000;3,87;4421000;E;30.07.2025;rejected
O006641;L0013932;V018;D004;23.07.2026;4700000;5,97;4419000;E;06.08.2026;accepted
O006642;L0013933;V002;D007;26.06.2026;3900000;5,37;3690000;E;10.07.2026;rejected
O006643;L0013934;V029;D004;04.04.2026;3300000;1,6;3247000;H;18.04.2026;accepted
O006644;L0013935;V012;D002;23.09.2024;7100000;7,19;6589000;H;07.10.2024;rejected
O006645;L0013936;V034;D013;11.02.2026;6100000;4,36;5834000;E;25.02.2026;rejected
O006646;L0013938;V035;D006;10.07.2026;7900000;4,36;7555000;H;24.07.2026;rejected
O006647;L0013941;V002;D003;25.03.2026;3900000;4,79;3713000;E;08.04.2026;rejected
O006648;L0013942;V015;D001;29.08.2026;16800000;3,01;16294000;H;12.09.2026;open
O006649;L0013943;V020;D009;16.12.2025;6600000;9,25;5989000;H;30.12.2025;accepted
O006650;L0013944;V027;D003;04.10.2025;3700000;3,14;3583000;E;18.10.2025;accepted
O006651;L0013947;V030;D012;25.04.2026;11900000;5,13;11289000;H;09.05.2026;rejected
O006652;L0013950;V008;D002;18.06.2026;4200000;8,16;3857000;E;02.07.2026;rejected
O006653;L0013951;V004;D004;16.06.2025;5100000;3,77;4907000;E;30.06.2025;accepted
O006654;L0013953;V020;D003;20.11.2025;6600000;8,27;;H;04.12.2025;accepted
O006655;L0013958;V028;D005;17.03.2026;4000000;2,33;3906000;H;31.03.2026;accepted
O006656;L0013959;V020;D003;03.07.2025;6600000;9,33;5983000;E;17.07.2025;accepted
O006657;L0013960;V009;D002;23.06.2026;4900000;4,66;4671000;E;07.07.2026;rejected
O006658;L0013962;V036;D006;08.06.2026;14200000;10,69;12681000;H;22.06.2026;rejected
O006659;L0013966;V010;D001;30.06.2025;4600000;4,57;4389000;H;14.07.2025;accepted
O006660;L0013968;V034;D005;08.06.2026;6100000;2,7;5935000;H;22.06.2026;rejected
O006661;L0013972;V001;D005;25.08.2025;3450000;2,86;3351000;H;08.09.2025;accepted
O006662;L0013974;V001;D009;09.04.2026;3450000;5,28;3267000;H;23.04.2026;rejected
O006663;L0013978;V031;D001;09.12.2024;10800000;4,51;10313000;E;23.12.2024;rejected
O006664;L0013979;V019;D009;06.06.2025;4500000;2,52;4386000;H;20.06.2025;rejected
O006665;L0013981;V010;D014;16.07.2025;4600000;6,23;4313000;H;30.07.2025;rejected
O006666;L0013982;V001;D003;27.10.2025;3450000;5,54;3258000;E;10.11.2025;accepted
O006667;L0013984;V029;D001;24.07.2026;3300000;1,32;3256000;E;07.08.2026;rejected
O006668;L0013986;V003;D009;24.08.2026;4650000;4,76;4428000;H;07.09.2026;open
O006669;L0013988;V012;D009;26.03.2026;7100000;5,93;6679000;H;09.04.2026;rejected
O006670;L0013989;V028;D007;05.12.2025;4000000;1,28;3948000;E;19.12.2025;rejected
O006671;L0013990;V022;D007;27.12.2024;9800000;5,33;9278000;H;10.01.2025;rejected
O006672;L0013991;V021;D003;19.12.2025;7400000;1,33;7301000;H;02.01.2026;accepted
O006673;L0013994;V027;D007;20.12.2025;3700000;0,0;3700000;E;03.01.2026;rejected
O006674;L0014000;V009;D004;19.12.2024;4900000;3,86;4710000;H;02.01.2025;rejected
O006675;L0014002;V029;D008;20.03.2026;3300000;4,65;3146000;H;03.04.2026;accepted
O006676;L0014005;V009;D001;11.04.2026;4900000;4,95;4657000;E;25.04.2026;accepted
O006677;L0014006;V036;D011;26.12.2024;14200000;11,35;12588000;E;09.01.2025;accepted
O006678;L0014011;V027;D012;27.06.2025;3700000;0,63;3676000;E;11.07.2025;rejected
O006679;L0014012;V024;D011;09.12.2025;2650000;5,14;2513000;H;23.12.2025;rejected
O006680;L0014013;V029;D005;01.08.2026;3300000;7,82;3041000;H;15.08.2026;accepted
O006681;L0014014;V028;D003;03.08.2026;4000000;5,06;3797000;H;17.08.2026;accepted
O006682;L0014018;V028;D006;02.01.2026;4000000;2,2;3911000;H;16.01.2026;rejected
O006683;L0014023;V008;D004;05.09.2024;4200000;5,97;3949000;H;19.09.2024;rejected
O006684;L0014025;V024;D001;11.11.2025;2650000;3,92;2546000;E;25.11.2025;accepted
O006685;L0014026;V016;D003;24.05.2025;5300000;7,35;4910000;H;07.06.2025;rejected
O006686;L0014027;V017;D002;08.07.2025;4100000;7,31;3800000;H;22.07.2025;rejected
O006687;L0014032;V003;D004;07.08.2025;4650000;8,2;4268000;H;21.08.2025;rejected
O006688;L0014033;V028;D011;05.01.2026;4000000;6,79;3728000;H;19.01.2026;rejected
O006689;L0014034;V008;D002;19.05.2025;4200000;3,45;4055000;H;02.06.2025;rejected
O006690;L0014035;V014;D003;13.03.2026;12300000;4,65;11727000;E;27.03.2026;rejected
O006691;L0014037;V005;D011;07.01.2026;6900000;8,05;6344000;E;21.01.2026;accepted
O006692;L0014039;V002;D011;15.12.2025;3900000;1,95;3823000;H;29.12.2025;accepted
O006693;L0014045;V002;D007;25.08.2025;3900000;6,87;3632000;E;08.09.2025;accepted
O006694;L0014049;V003;D006;15.04.2026;4650000;4,83;4425000;H;29.04.2026;rejected
O006695;L0014050;V025;D002;20.05.2025;3050000;3,34;2948000;H;03.06.2025;rejected
O006696;L0014056;V033;D010;24.11.2025;5400000;0,25;5386000;H;08.12.2025;rejected
O006697;L0014058;V028;D009;17.03.2025;4000000;1,9;3923000;H;31.03.2025;accepted
O006698;L0014059;V022;D005;07.02.2026;9800000;5,23;9287000;E;21.02.2026;accepted
O006699;L0014060;V018;D002;24.02.2025;4700000;2,31;4591000;E;10.03.2025;rejected
O006700;L0014061;V028;D003;06.10.2025;4000000;8,23;3670000;H;20.10.2025;accepted
O006701;L0014063;V002;D004;06.05.2026;3900000;3,86;3749000;E;20.05.2026;rejected
O006702;L0014066;V027;D009;15.09.2025;3700000;6,53;3458000;E;29.09.2025;accepted
O006703;L0014067;V037;D008;22.12.2025;17500000;2,52;17059000;H;05.01.2026;rejected
O006704;L0014071;V014;D002;12.04.2025;12300000;6,88;11454000;H;26.04.2025;rejected
O006705;L0014073;V017;D003;05.03.2026;4100000;0,96;4060000;H;19.03.2026;rejected
O006706;L0014074;V013;D001;25.04.2025;11200000;1,93;10983000;H;09.05.2025;accepted
O006707;L0014081;V018;D009;02.12.2025;4700000;5,4;4446000;E;16.12.2025;rejected
O006708;L0014082;V020;D007;19.12.2025;6600000;6,63;6162000;E;02.01.2026;accepted
O006709;L0014085;V018;D004;22.05.2026;4700000;6,57;4391000;H;05.06.2026;accepted
O006710;L0014087;V017;D008;22.06.2026;4100000;3,48;3957000;H;06.07.2026;rejected
O006711;L0014091;V037;D004;01.12.2025;17500000;1,33;17266000;H;15.12.2025;rejected
O006712;L0014092;V009;D007;10.05.2025;4900000;7,8;4517000;H;24.05.2025;rejected
O006713;L0014096;V029;D002;22.08.2025;3300000;4,83;3140000;H;05.09.2025;rejected
O006714;L0014097;V002;D001;09.10.2025;3900000;5,1;3701000;H;23.10.2025;rejected
O006715;L0014100;V018;D007;10.01.2026;4700000;4,03;4510000;E;24.01.2026;accepted
O006716;L0014101;V004;D007;30.12.2024;5100000;4,91;4849000;H;13.01.2025;accepted
O006717;L0014102;V032;D006;31.03.2025;6200000;6,17;5817000;E;14.04.2025;accepted
O006718;L0014113;V029;D003;08.08.2025;3300000;7,79;3042000;E;22.08.2025;accepted
O006719;L0014114;V005;D004;20.10.2025;6900000;3,82;6636000;E;03.11.2025;rejected
O006720;L0014116;V017;D006;08.12.2025;4100000;4,16;3929000;H;22.12.2025;accepted
O006721;L0014119;V002;D005;19.01.2026;3900000;7,8;3595000;H;02.02.2026;accepted
O006722;L0014120;V027;D006;02.03.2026;3700000;1,23;3654000;E;16.03.2026;accepted
O006723;L0014121;V001;D004;10.07.2026;3450000;4,01;3311000;E;24.07.2026;rejected
O006724;L0014123;V037;D013;17.04.2025;17500000;4,43;16724000;H;01.05.2025;rejected
O006725;L0014126;V001;D006;30.05.2025;3450000;7,96;3175000;H;13.06.2025;rejected
O006726;L0014128;V017;D008;12.05.2026;4100000;5,92;3857000;E;26.05.2026;accepted
O006727;L0014130;V026;D013;14.08.2025;2900000;9,91;2612000;H;28.08.2025;accepted
O006728;L0014134;V010;D007;23.08.2025;4600000;4,12;4410000;H;06.09.2025;rejected
O006729;L0014138;V025;D007;19.01.2026;3050000;1,1;3016000;H;02.02.2026;accepted
O006730;L0014141;V026;D007;21.04.2026;2900000;3,72;2792000;H;05.05.2026;rejected
O006731;L0014143;V001;D008;29.10.2025;3450000;6,37;3230000;E;12.11.2025;rejected
O006732;L0014144;V033;D001;04.11.2025;5400000;4,39;5162000;H;18.11.2025;rejected
O006733;L0014145;V001;D010;07.01.2026;3450000;2,95;3348000;H;21.01.2026;rejected
O006734;L0014146;V028;D007;03.04.2026;4000000;4,69;3812000;E;17.04.2026;accepted
O006735;L0014147;V021;D012;24.08.2026;7400000;8,32;6784000;E;07.09.2026;open
O006736;L0014151;V026;D007;14.12.2024;2900000;8,72;2647000;E;28.12.2024;rejected
O006737;L0014155;V029;D010;06.09.2025;3300000;3,62;3180000;H;20.09.2025;rejected
O006738;L0014158;V029;D006;04.09.2025;3300000;2,35;3222000;E;18.09.2025;rejected
O006739;L0014160;V025;D006;21.11.2025;3050000;6,08;2864000;E;05.12.2025;rejected
O006740;L0014164;V028;D001;07.03.2025;4000000;8,81;3647000;H;21.03.2025;rejected
O006741;L0014166;V022;D002;22.09.2025;9800000;0,0;9800000;H;06.10.2025;rejected
O006742;L0014170;V030;D014;10.10.2025;11900000;4,16;11405000;H;24.10.2025;rejected
O006743;L0014171;V034;D006;10.06.2026;6100000;8,39;5588000;E;24.06.2026;accepted
O006744;L0014174;V030;D011;19.02.2026;11900000;4,45;11370000;E;05.03.2026;rejected
O006745;L0014175;V002;D004;03.10.2024;3900000;2,18;3814000;E;17.10.2024;accepted
O006746;L0014178;V010;D011;01.06.2026;4600000;0,2;4590000;H;15.06.2026;rejected
O006747;L0014182;V004;D005;05.05.2025;5100000;1,52;5022000;E;19.05.2025;rejected
O006748;L0014183;V027;D003;26.08.2026;3700000;1,12;3658000;H;09.09.2026;expired
O006749;L0014185;V004;D001;18.02.2026;5100000;4,3;4880000;H;04.03.2026;accepted
O006750;L0014187;V014;D004;31.10.2025;12300000;0,28;12265000;E;14.11.2025;accepted
O006751;L0014193;V020;D012;06.11.2025;6600000;3,22;6387000;E;20.11.2025;rejected
O006752;L0014196;V034;D002;16.03.2026;6100000;3,78;5869000;E;30.03.2026;rejected
O006753;L0014197;V006;D002;21.05.2026;7800000;6,12;7322000;H;04.06.2026;rejected
O006754;L0014198;V026;D007;31.12.2025;2900000;8,15;2663000;H;14.01.2026;accepted
O006755;L0014199;V017;D010;28.04.2026;4100000;7,91;3775000;E;12.05.2026;accepted
O006756;L0014201;V020;D007;12.06.2025;6600000;0,0;6600000;E;26.06.2025;accepted
O006757;L0014202;V024;D002;21.03.2026;2650000;4,64;2526000;H;04.04.2026;rejected
O006758;L0014204;V026;D008;06.01.2026;2900000;3,18;2807000;E;20.01.2026;rejected
O006759;L0014206;V019;D004;05.09.2025;4500000;4,81;4283000;H;19.09.2025;rejected
O006760;L0014208;V008;D009;15.12.2025;4200000;7,89;3868000;H;29.12.2025;rejected
O006761;L0014209;V017;D010;06.11.2025;4100000;3,42;3959000;H;20.11.2025;rejected
O006762;L0014210;V018;D002;08.07.2026;4700000;3,39;4540000;E;22.07.2026;rejected
O006763;L0014211;V017;D002;12.10.2024;4100000;7,1;3808000;E;26.10.2024;accepted
O006764;L0014212;V029;D007;23.03.2026;3300000;5,57;3116000;H;06.04.2026;rejected
O006765;L0014213;V009;D003;14.10.2025;4900000;3,45;4731000;E;28.10.2025;accepted
O006766;L0014214;V031;D002;07.08.2025;10800000;3,41;10432000;H;21.08.2025;rejected
O006767;L0014215;V007;D001;08.08.2026;14500000;3,18;14038000;H;22.08.2026;rejected
O006768;L0014218;V026;D001;26.02.2025;2900000;4,08;2781000;E;12.03.2025;accepted
O006769;L0014219;V017;D007;10.10.2025;4100000;1,15;4052000;E;24.10.2025;rejected
O006770;L0014220;V022;D001;26.12.2024;9800000;3,11;9494000;H;09.01.2025;rejected
O006771;L0014223;V030;D004;22.07.2026;11900000;6,43;11135000;E;05.08.2026;rejected
O006772;L0014227;V028;D004;10.11.2025;4000000;2,09;3916000;E;24.11.2025;rejected
O006773;L0014229;V019;D004;16.10.2025;4500000;2,65;4380000;H;30.10.2025;accepted
O006774;L0014231;V025;D006;11.03.2026;3050000;8,16;2801000;E;25.03.2026;accepted
O006775;L0014233;V017;D005;21.02.2025;4100000;5,59;3870000;H;07.03.2025;rejected
O006776;L0014239;V009;D002;16.04.2026;4900000;3,99;4704000;H;30.04.2026;accepted
O006777;L0014240;V019;D001;10.08.2026;4500000;3,96;4321000;E;24.08.2026;rejected
O006778;L0014245;V002;D014;07.11.2025;3900000;4,64;3718000;E;21.11.2025;rejected
O006779;L0014248;V001;D004;15.12.2025;3450000;3,82;3318000;H;29.12.2025;accepted
O006780;L0014250;V030;D005;15.07.2026;11900000;0,73;11812000;E;29.07.2026;rejected
O006781;L0014252;V026;D006;01.01.2026;2900000;0,75;2878000;E;15.01.2026;rejected
O006782;L0014253;V025;D009;08.10.2025;3050000;6,72;2845000;E;22.10.2025;accepted
O006783;L0014255;V033;D002;27.05.2026;5400000;1,99;;H;10.06.2026;rejected
O006784;L0014257;V032;D002;27.07.2026;6200000;3,47;5984000;H;10.08.2026;accepted
O006785;L0014258;V033;D001;16.12.2025;5400000;1,17;5336000;H;30.12.2025;rejected
O006786;L0014259;V009;D013;09.07.2025;4900000;7,03;4555000;H;23.07.2025;rejected
O006787;L0014260;V011;D005;13.11.2024;6400000;7,66;5909000;E;27.11.2024;accepted
O006788;L0014261;V008;D006;21.07.2025;4200000;5,99;3948000;H;04.08.2025;rejected
O006789;L0014264;V018;D005;24.07.2025;4700000;8,07;4320000;E;07.08.2025;rejected
O006790;L0014266;V033;D003;28.04.2026;5400000;3,52;5209000;H;12.05.2026;rejected
O006791;L0014267;V037;D012;16.06.2025;17500000;4,58;16698000;E;30.06.2025;rejected
O006792;L0014269;V026;D012;13.05.2026;2900000;2,49;2827000;E;27.05.2026;rejected
O006793;L0014271;V010;D001;03.02.2026;4600000;3,54;4437000;E;17.02.2026;accepted
O006794;L0014273;V027;D002;11.08.2025;3700000;4,93;3517000;E;25.08.2025;rejected
O006795;L0014278;V028;D002;29.09.2025;4000000;1,74;3930000;E;13.10.2025;rejected
O006796;L0014279;V003;D008;28.05.2026;4650000;7,8;4287000;E;11.06.2026;rejected
O006797;L0014280;V001;D005;27.05.2026;3450000;6,33;3231000;E;10.06.2026;rejected
O006798;L0014282;V002;D001;30.07.2026;3900000;4,85;3710000;E;13.08.2026;rejected
O006799;L0014284;V010;D001;03.02.2026;4600000;6,33;4309000;H;17.02.2026;accepted
O006800;L0014285;V026;D003;06.12.2024;2900000;3,29;2804000;H;20.12.2024;rejected
O006801;L0014290;V001;D001;24.11.2025;3450000;3,21;3339000;H;08.12.2025;accepted
O006802;L0014293;V014;D014;07.07.2025;12300000;3,14;11913000;H;21.07.2025;rejected
O006803;L0014300;V009;D006;10.10.2024;4900000;0,49;4875000;E;24.10.2024;rejected
O006804;L0014301;V032;D001;21.11.2024;6200000;2,33;6055000;H;05.12.2024;accepted
O006805;L0014303;V002;D009;23.05.2026;3900000;7,67;3600000;E;06.06.2026;accepted
O006806;L0014304;V013;D005;23.02.2026;11200000;5,25;10612000;H;09.03.2026;rejected
O006807;L0014305;V003;D001;24.09.2024;4650000;4,01;4463000;H;08.10.2024;rejected
O006808;L0014308;V032;D007;22.04.2026;6200000;2,55;6042000;H;06.05.2026;rejected
O006809;L0014310;V030;D005;21.03.2025;11900000;8,8;10852000;H;04.04.2025;rejected
O006810;L0014311;V009;D012;30.03.2026;4900000;6,17;4597000;H;13.04.2026;rejected
O006811;L0014313;V020;D003;05.04.2025;6600000;2,82;6414000;H;19.04.2025;rejected
O006812;L0014314;V014;D001;16.05.2026;12300000;6,95;11445000;H;30.05.2026;accepted
O006813;L0014319;V024;D001;05.08.2026;2650000;4,18;2539000;E;19.08.2026;rejected
O006814;L0014320;V010;D005;06.11.2025;4600000;0,52;4576000;H;20.11.2025;accepted
O006815;L0014325;V026;D002;27.03.2026;2900000;5,18;2749000;E;10.04.2026;accepted
O006816;L0014327;V002;D001;31.03.2025;3900000;0,0;3900000;E;14.04.2025;accepted
O006817;L0014328;V003;D001;27.02.2026;4650000;6,71;4338000;H;13.03.2026;rejected
O006818;L0014333;V006;D010;03.06.2026;7800000;5,28;7387000;H;17.06.2026;accepted
O006819;L0014334;V005;D010;24.04.2026;6900000;5,08;6549000;E;08.05.2026;rejected
O006820;L0014335;V028;D004;17.12.2025;4000000;3,76;3849000;H;31.12.2025;accepted
O006821;L0014339;V016;D005;10.08.2026;5300000;4,88;5041000;E;24.08.2026;rejected
O006822;L0014340;V020;D005;05.11.2025;6600000;7,6;6098000;H;19.11.2025;accepted
O006823;L0014342;V027;D005;17.10.2025;3700000;4,61;3529000;H;31.10.2025;accepted
O006824;L0014344;V029;D006;06.06.2026;3300000;2,81;3207000;E;20.06.2026;accepted
O006825;L0014346;V009;D001;03.04.2026;4900000;5,5;4630000;E;17.04.2026;rejected
O006826;L0014347;V028;D003;19.11.2025;4000000;4,54;3818000;E;03.12.2025;rejected
O006827;L0014348;V029;D007;17.11.2025;3300000;1,15;3262000;H;01.12.2025;rejected
O006828;L0014349;V018;D004;01.08.2026;4700000;1,63;4623000;H;15.08.2026;accepted
O006829;L0014353;V017;D002;16.12.2024;4100000;0,56;4076000;H;30.12.2024;accepted
O006830;L0014355;V030;D013;17.07.2025;11900000;6,73;11098000;E;31.07.2025;rejected
O006831;L0014358;V027;D003;13.02.2025;3700000;6,15;3472000;E;27.02.2025;accepted
O006832;L0014359;V002;D007;20.03.2025;3900000;5,89;3670000;E;03.04.2025;accepted
O006833;L0014360;V014;D004;05.05.2026;12300000;5,02;11682000;H;19.05.2026;rejected
O006834;L0014362;V033;D006;25.08.2026;5400000;6,11;5070000;E;08.09.2026;open
O006835;L0014368;V027;D009;19.01.2026;3700000;3,01;3588000;E;02.02.2026;rejected
O006836;L0014370;V012;D002;05.05.2025;7100000;4,26;6797000;H;19.05.2025;rejected
O006837;L0014371;V014;D004;18.06.2025;12300000;7,21;11413000;E;02.07.2025;rejected
O006838;L0014373;V025;D008;14.03.2026;3050000;3,17;2953000;E;28.03.2026;rejected
O006839;L0014374;V022;D013;13.07.2026;9800000;6,76;9137000;H;27.07.2026;rejected
O006840;L0014375;V027;D002;25.09.2025;3700000;1,61;3640000;E;09.10.2025;rejected
O006841;L0014376;V034;D002;12.11.2025;6100000;7,39;5648000;H;26.11.2025;rejected
O006842;L0014378;V018;D003;05.08.2026;4700000;4,36;4495000;H;19.08.2026;rejected
O006843;L0014381;V027;D009;03.07.2025;3700000;4,21;3544000;E;17.07.2025;rejected
O006844;L0014383;V010;D005;27.04.2026;4600000;3,41;4442000;E;11.05.2026;rejected
O006845;L0014386;V016;D013;24.11.2025;5300000;3,44;5117000;H;08.12.2025;rejected
O006846;L0014389;V010;D002;27.06.2025;4600000;5,41;4351000;E;11.07.2025;rejected
O006847;L0014390;V011;D007;17.02.2026;6400000;0,0;6400000;H;03.03.2026;rejected
O006848;L0014391;V027;D003;10.08.2026;3700000;6,24;3469000;H;24.08.2026;rejected
O006849;L0014392;V023;D005;29.08.2026;15900000;2,15;15558000;H;12.09.2026;expired
O006850;L0014393;V010;D004;27.04.2026;4600000;4,86;4376000;H;11.05.2026;rejected
O006851;L0014394;V033;D004;06.01.2026;5400000;8,78;4926000;E;20.01.2026;rejected
O006852;L0014395;V011;D014;02.12.2025;6400000;5,3;6060000;E;16.12.2025;accepted
O006853;L0014396;V019;D004;23.03.2026;4500000;4,14;;E;06.04.2026;rejected
O006854;L0014397;V032;D003;24.12.2025;6200000;5,74;5844000;H;07.01.2026;accepted
O006855;L0014404;V018;D003;26.01.2026;4700000;2,39;4587000;E;09.02.2026;accepted
O006856;L0014405;V016;D003;31.07.2026;5300000;3,77;5100000;E;14.08.2026;rejected
O006857;L0014406;V014;D005;18.08.2025;12300000;4,9;11697000;H;01.09.2025;rejected
O006858;L0014407;V027;D005;03.10.2024;3700000;3,68;3563000;E;17.10.2024;rejected
O006859;L0014409;V033;D004;21.08.2025;5400000;3,82;5193000;H;04.09.2025;accepted
O006860;L0014412;V024;D010;09.02.2026;2650000;3,39;2560000;E;23.02.2026;accepted
O006861;L0014414;V027;D004;26.09.2025;3700000;1,44;3646000;H;10.10.2025;rejected
O006862;L0014416;V004;D004;04.07.2026;5100000;7,63;4711000;E;18.07.2026;rejected
O006863;L0014421;V018;D010;01.01.2026;4700000;0,39;4681000;H;15.01.2026;rejected
O006864;L0014422;V029;D001;28.10.2025;3300000;6,28;3092000;E;11.11.2025;accepted
O006865;L0014423;V030;D002;08.10.2025;11900000;3,8;11447000;E;22.10.2025;rejected
O006866;L0014427;V031;D005;15.12.2025;10800000;5,91;10161000;E;29.12.2025;rejected
O006867;L0014428;V008;D005;31.01.2026;4200000;4,77;3999000;H;14.02.2026;accepted
O006868;L0014431;V016;D007;11.10.2025;5300000;3,83;5096000;E;25.10.2025;accepted
O006869;L0014436;V024;D001;23.03.2026;2650000;3,75;2550000;H;06.04.2026;rejected
O006870;L0014443;V029;D002;15.07.2026;3300000;0,0;3300000;H;29.07.2026;rejected
O006871;L0014444;V034;D004;17.02.2025;6100000;2,51;5947000;E;03.03.2025;rejected
O006872;L0014446;V014;D008;04.08.2026;12300000;4,11;11794000;H;18.08.2026;rejected
O006873;L0014452;V003;D007;09.06.2026;4650000;4,45;4442000;E;23.06.2026;accepted
O006874;L0014453;V017;D008;14.11.2025;4100000;3,74;3946000;H;28.11.2025;rejected
O006875;L0014454;V005;D007;04.12.2025;6900000;3,07;6688000;E;18.12.2025;rejected
O006876;L0014455;V003;D011;05.12.2025;4650000;6,98;4325000;H;19.12.2025;rejected
O006877;L0014457;V034;D012;09.09.2025;6100000;3,14;5908000;E;23.09.2025;rejected
O006878;L0014460;V025;D013;11.06.2026;3050000;6,2;2860000;H;25.06.2026;rejected
O006879;L0014462;V001;D002;26.05.2026;3450000;6,9;3212000;H;09.06.2026;rejected
O006880;L0014464;V021;D005;17.04.2026;7400000;150,0;6830000;H;01.05.2026;rejected
O006881;L0014465;V015;D008;15.06.2026;16800000;1,69;;H;29.06.2026;rejected
O006882;L0014466;V020;D008;09.05.2026;6600000;4,1;6329000;E;23.05.2026;rejected
O006883;L0014468;V025;D001;03.12.2025;3050000;4,7;2906000;H;17.12.2025;accepted
O006884;L0014470;V025;D001;17.03.2025;3050000;5,49;2882000;H;31.03.2025;accepted
O006885;L0014472;V008;D003;07.05.2026;4200000;4,49;4011000;E;21.05.2026;accepted
O006886;L0014473;V018;D002;16.12.2024;4700000;2,59;4578000;H;30.12.2024;rejected
